datetime,product_id,qty,price,customer_id,promotion_id,store_id,po_id
2025-01-02 11:00:00,P1003,4,15.0,,,S01,
2025-01-02 11:00:00,P1002,1,12.0,C2001,,S02,
2025-01-02 11:02:00,P1001,1,6.0,C2018,,S02,
2025-01-02 11:08:00,P1000,5,7.0,C2002,,S02,
2025-01-02 11:10:00,P1003,5,15.0,C2019,,S01,
2025-01-02 11:14:00,P1000,5,7.0,C2026,,S01,
2025-01-02 11:21:00,P1001,2,6.0,C2009,,S02,
2025-01-02 11:26:00,P1006,3,120.0,C2008,,S01,
2025-01-02 11:31:00,P1007,4,8.0,,,S01,
2025-01-02 11:45:00,P1008,4,35.0,C2005,,S02,
2025-01-02 11:48:00,P1005,4,55.0,,,S01,
2025-01-02 11:55:00,P1001,4,6.0,,,S01,
2025-01-02 11:59:00,P1007,5,8.0,,,S02,
2025-01-02 12:25:00,P1003,6,15.0,C2001,,S01,
2025-01-02 12:33:00,P1000,1,7.0,,,S02,
2025-01-02 12:35:00,P1007,5,8.0,C2008,,S01,
2025-01-02 12:43:00,P1003,1,15.0,,,S02,
2025-01-02 12:46:00,P1000,4,7.0,,,S02,
2025-01-02 12:59:00,P1000,3,7.0,C2008,,S01,
2025-01-02 13:09:00,P1006,1,120.0,C2012,,S01,
2025-01-02 13:11:00,P1006,3,120.0,,,S02,
2025-01-02 13:13:00,P1003,5,15.0,C2028,,S01,
2025-01-02 13:18:00,P1007,2,8.0,C2003,,S02,
2025-01-02 13:19:00,P1007,4,8.0,C2016,,S02,
2025-01-02 13:21:00,P1007,4,8.0,,,S01,
2025-01-02 13:23:00,P1008,1,35.0,C2017,,S01,
2025-01-02 13:40:00,P1002,6,12.0,C2014,,S01,
2025-01-02 13:44:00,P1002,5,12.0,,,S01,
2025-01-02 13:54:00,P1001,1,6.0,C2019,,S01,
2025-01-02 13:58:00,P1001,4,6.0,C2010,,S02,
2025-01-02 14:03:00,P1009,2,220.0,C2018,,S01,
2025-01-02 14:16:00,P1002,5,12.0,,,S02,
2025-01-02 14:29:00,P1006,2,120.0,C2004,,S02,
2025-01-02 14:31:00,P1006,5,120.0,C2013,,S01,
2025-01-02 14:45:00,P1007,6,8.0,,,S02,
2025-01-02 14:48:00,P1002,3,12.0,,,S01,
2025-01-02 14:49:00,P1007,3,8.0,,,S02,
2025-01-02 14:50:00,P1003,1,15.0,C2016,,S02,
2025-01-02 14:52:00,P1000,6,7.0,C2000,,S02,
2025-01-02 14:53:00,P1000,5,7.0,,,S02,
2025-01-02 14:54:00,P1005,5,55.0,,,S02,
2025-01-02 15:02:00,P1003,1,15.0,C2018,,S01,
2025-01-02 15:05:00,P1000,4,7.0,,,S01,
2025-01-02 15:08:00,P1003,3,15.0,,,S02,
2025-01-02 15:17:00,P1006,6,120.0,C2013,,S02,
2025-01-02 15:21:00,P1001,4,6.0,C2017,,S01,
2025-01-02 15:21:00,P1004,5,45.0,C2003,,S01,
2025-01-02 15:24:00,P1004,2,45.0,C2000,,S02,
2025-01-02 15:25:00,P1003,1,15.0,C2018,,S01,
2025-01-02 15:39:00,P1006,1,120.0,C2018,,S01,
2025-01-02 15:44:00,P1009,2,220.0,,,S02,
2025-01-02 15:51:00,P1005,4,55.0,,,S02,
2025-01-02 16:03:00,P1007,3,8.0,,,S02,
2025-01-02 16:32:00,P1003,2,15.0,C2008,,S02,
2025-01-02 16:33:00,P1000,3,7.0,,,S01,
2025-01-02 16:33:00,P1007,1,8.0,C2013,,S02,
2025-01-02 16:37:00,P1003,3,15.0,,,S01,
2025-01-02 16:52:00,P1002,4,12.0,,,S01,
2025-01-02 16:55:00,P1006,2,120.0,,,S02,
2025-01-02 16:58:00,P1009,1,220.0,,,S01,
2025-01-02 17:01:00,P1001,2,6.0,,,S01,
2025-01-02 17:01:00,P1001,3,6.0,,,S01,
2025-01-02 17:11:00,P1000,4,7.0,,,S02,
2025-01-02 17:14:00,P1001,6,6.0,,,S02,
2025-01-02 17:34:00,P1005,6,55.0,,,S01,
2025-01-02 17:37:00,P1001,3,6.0,,,S01,
2025-01-02 17:39:00,P1000,1,7.0,,,S01,
2025-01-02 17:45:00,P1004,2,45.0,C2014,,S02,
2025-01-02 18:06:00,P1004,3,45.0,,,S02,
2025-01-02 18:14:00,P1001,5,6.0,,,S02,
2025-01-02 18:19:00,P1007,5,8.0,,,S01,
2025-01-02 18:20:00,P1004,3,45.0,C2024,,S01,
2025-01-02 18:23:00,P1003,1,15.0,C2011,,S01,
2025-01-02 18:23:00,P1007,1,8.0,C2012,,S01,
2025-01-02 18:28:00,P1001,1,6.0,C2023,,S01,
2025-01-02 18:28:00,P1002,2,12.0,C2014,,S02,
2025-01-02 18:28:00,P1004,4,45.0,,,S02,
2025-01-02 18:30:00,P1001,3,6.0,,,S02,
2025-01-02 18:33:00,P1002,6,12.0,,,S01,
2025-01-02 18:34:00,P1000,5,7.0,C2006,,S02,
2025-01-02 18:49:00,P1009,4,220.0,C2010,,S02,
2025-01-02 18:54:00,P1000,3,7.0,,,S02,
2025-01-02 19:08:00,P1002,4,12.0,,,S02,
2025-01-02 19:13:00,P1000,2,7.0,,,S02,
2025-01-02 19:13:00,P1004,4,45.0,,,S02,
2025-01-02 19:25:00,P1003,4,15.0,C2024,,S01,
2025-01-02 19:25:00,P1003,4,15.0,,,S02,
2025-01-02 19:27:00,P1003,5,15.0,C2025,,S01,
2025-01-02 19:37:00,P1001,3,6.0,C2006,,S02,
2025-01-02 19:41:00,P1003,4,15.0,,,S01,
2025-01-03 08:03:00,P1005,1,55.0,,,S02,
2025-01-03 08:27:00,P1007,3,8.0,C2008,,S02,
2025-01-03 08:33:00,P1002,3,12.0,C2020,,S01,
2025-01-03 08:36:00,P1003,1,15.0,,,S02,
2025-01-03 08:50:00,P1003,2,15.0,,,S02,
2025-01-03 08:51:00,P1000,4,7.0,C2012,,S02,
2025-01-03 08:51:00,P1007,1,8.0,,,S02,
2025-01-03 08:52:00,P1005,4,55.0,C2011,,S01,
2025-01-03 09:12:00,P1003,4,15.0,C2013,,S02,
2025-01-03 09:16:00,P1002,6,12.0,C2028,,S02,
2025-01-03 09:17:00,P1006,4,120.0,C2009,,S01,
2025-01-03 09:20:00,P1000,4,7.0,C2028,,S01,
2025-01-03 09:20:00,P1007,4,8.0,,,S01,
2025-01-03 09:22:00,P1003,6,15.0,,,S01,
2025-01-03 09:26:00,P1000,3,7.0,C2002,,S01,
2025-01-03 09:26:00,P1001,5,6.0,C2029,,S01,
2025-01-03 09:40:00,P1007,6,8.0,C2016,,S02,
2025-01-03 09:46:00,P1000,2,7.0,C2003,,S01,
2025-01-03 09:47:00,P1001,6,6.0,,,S02,
2025-01-03 09:50:00,P1002,2,12.0,,,S01,
2025-01-03 09:53:00,P1009,4,220.0,C2022,,S02,
2025-01-03 09:54:00,P1000,5,7.0,C2021,,S01,
2025-01-03 10:13:00,P1001,2,6.0,,,S01,
2025-01-03 10:13:00,P1004,1,45.0,,,S01,
2025-01-03 10:20:00,P1002,4,12.0,C2022,,S02,
2025-01-03 10:27:00,P1002,1,12.0,C2007,,S02,
2025-01-03 10:30:00,P1001,3,6.0,C2022,,S01,
2025-01-03 10:43:00,P1000,4,7.0,C2021,,S01,
2025-01-03 10:49:00,P1002,4,12.0,,,S01,
2025-01-03 10:55:00,P1007,3,8.0,,,S02,
2025-01-03 10:55:00,P1001,4,6.0,,,S02,
2025-01-03 10:58:00,P1006,2,120.0,,,S02,
2025-01-03 11:08:00,P1002,1,12.0,C2022,,S01,
2025-01-03 11:09:00,P1001,2,6.0,,,S01,
2025-01-03 11:10:00,P1008,2,35.0,,,S02,
2025-01-03 11:13:00,P1007,1,8.0,C2026,,S01,
2025-01-03 11:19:00,P1001,4,6.0,C2012,,S01,
2025-01-03 11:29:00,P1001,1,6.0,,,S02,
2025-01-03 11:32:00,P1000,6,7.0,C2003,,S02,
2025-01-03 11:37:00,P1003,5,15.0,C2008,,S02,
2025-01-03 11:38:00,P1008,5,35.0,C2011,,S01,
2025-01-03 11:41:00,P1000,1,7.0,C2009,,S02,
2025-01-03 11:41:00,P1000,3,7.0,C2007,,S01,
2025-01-03 11:46:00,P1007,1,8.0,C2013,,S01,
2025-01-03 11:46:00,P1001,2,6.0,,,S02,
2025-01-03 12:03:00,P1006,5,120.0,C2020,,S01,
2025-01-03 12:03:00,P1006,6,120.0,,,S01,
2025-01-03 12:14:00,P1004,1,45.0,C2005,,S01,
2025-01-03 12:19:00,P1000,3,7.0,,,S01,
2025-01-03 12:22:00,P1007,2,8.0,,,S02,
2025-01-03 12:54:00,P1000,1,7.0,,,S01,
2025-01-03 12:56:00,P1007,1,8.0,,,S01,
2025-01-03 13:00:00,P1004,3,45.0,C2021,,S02,
2025-01-03 13:07:00,P1007,6,8.0,,,S01,
2025-01-03 13:11:00,P1005,1,55.0,,,S02,
2025-01-03 13:15:00,P1002,1,12.0,C2005,,S02,
2025-01-03 13:16:00,P1003,3,15.0,C2010,,S02,
2025-01-03 13:16:00,P1002,4,12.0,,,S02,
2025-01-03 13:17:00,P1001,1,6.0,C2012,,S01,
2025-01-03 13:21:00,P1006,5,120.0,C2026,,S02,
2025-01-03 13:23:00,P1001,6,6.0,,,S01,
2025-01-03 13:23:00,P1007,5,8.0,C2013,,S01,
2025-01-03 13:23:00,P1003,5,15.0,,,S02,
2025-01-03 13:23:00,P1006,4,120.0,C2011,,S02,
2025-01-03 14:11:00,P1007,2,8.0,C2015,,S02,
2025-01-03 14:15:00,P1009,3,220.0,C2026,,S01,
2025-01-03 14:23:00,P1001,3,6.0,C2027,,S02,
2025-01-03 14:29:00,P1008,3,35.0,,,S02,
2025-01-03 14:30:00,P1001,1,6.0,,,S01,
2025-01-03 14:37:00,P1000,2,7.0,C2029,,S02,
2025-01-03 14:40:00,P1001,3,6.0,C2020,,S01,
2025-01-03 14:57:00,P1003,4,15.0,C2023,,S01,
2025-01-03 15:00:00,P1003,3,15.0,,,S02,
2025-01-03 15:04:00,P1003,1,15.0,,,S01,
2025-01-03 15:05:00,P1000,2,7.0,,,S02,
2025-01-03 15:07:00,P1003,3,15.0,,,S01,
2025-01-03 15:09:00,P1005,1,55.0,C2000,,S02,
2025-01-03 15:09:00,P1003,1,15.0,C2003,,S01,
2025-01-03 15:09:00,P9999,1,55.0,C2000,,S02,
2025-01-03 15:14:00,P1008,4,35.0,C2012,,S01,
2025-01-03 15:21:00,P1001,2,6.0,C2012,,S02,
2025-01-03 15:24:00,P1000,3,7.0,,,S02,
2025-01-03 15:29:00,P1006,2,120.0,,,S02,
2025-01-03 15:41:00,P1001,1,6.0,,,S02,
2025-01-03 16:08:00,P1001,2,6.0,C2006,,S01,
2025-01-03 16:23:00,P1003,3,15.0,,,S02,
2025-01-03 16:26:00,P1001,4,6.0,,,S02,
2025-01-03 16:29:00,P1006,2,120.0,,,S02,
2025-01-03 16:29:00,P1000,4,7.0,C2014,,S01,
2025-01-03 16:36:00,P1008,2,35.0,,,S02,
2025-01-03 16:43:00,P1003,2,15.0,,,S02,
2025-01-03 16:57:00,P1001,5,6.0,,,S01,
2025-01-03 16:57:00,P1005,6,55.0,,,S01,
2025-01-03 16:58:00,P1003,1,15.0,C2000,,S02,
2025-01-03 16:58:00,P1002,1,12.0,C2011,,S02,
2025-01-03 17:00:00,P1003,4,15.0,C2015,,S01,
2025-01-03 17:10:00,P1002,4,12.0,C2013,,S01,
2025-01-03 17:10:00,P1000,4,7.0,C2000,,S02,
2025-01-03 17:11:00,P1005,2,55.0,,,S02,
2025-01-03 17:17:00,P1003,2,15.0,C2005,,S01,
2025-01-03 17:20:00,P1001,3,6.0,C2023,,S02,
2025-01-03 17:23:00,P1000,3,7.0,C2009,,S02,
2025-01-03 17:33:00,P1006,4,120.0,,,S02,
2025-01-03 17:39:00,P1001,2,6.0,C2001,,S01,
2025-01-03 17:40:00,P1007,5,8.0,,,S01,
2025-01-03 17:41:00,P1001,1,6.0,C2003,,S01,
2025-01-03 17:47:00,P1004,6,45.0,C2027,,S02,
2025-01-03 17:47:00,P1000,2,7.0,,,S01,
2025-01-03 17:53:00,P1008,2,35.0,C2021,,S01,
2025-01-03 17:58:00,P1000,3,7.0,C2020,,S01,
2025-01-03 18:01:00,P1001,2,6.0,C2001,,S02,
2025-01-03 18:42:00,P1004,6,45.0,,,S01,
2025-01-03 18:53:00,P1003,4,15.0,,,S01,
2025-01-03 19:01:00,P1006,4,120.0,C2018,,S02,
2025-01-03 19:01:00,P1000,5,7.0,,,S02,
2025-01-03 19:04:00,P1002,3,12.0,C2022,,S02,
2025-01-03 19:05:00,P1006,4,120.0,C2027,,S01,
2025-01-03 19:06:00,P1008,1,35.0,,,S01,
2025-01-03 19:06:00,P1005,6,55.0,,,S02,
2025-01-03 19:07:00,P1002,6,12.0,,,S02,
2025-01-03 19:25:00,P1000,5,7.0,C2009,,S02,
2025-01-03 19:29:00,P1007,2,8.0,C2021,,S01,
2025-01-03 19:35:00,P1002,4,12.0,,,S01,
2025-01-03 19:36:00,P1002,4,12.0,C2015,,S02,
2025-01-03 19:39:00,P1000,2,7.0,,,S01,
2025-01-03 19:43:00,P1007,3,8.0,,,S01,
2025-01-03 19:54:00,P1002,5,12.0,C2024,,S02,
2025-01-03 19:55:00,P1006,1,120.0,,,S02,
2025-01-03 19:55:00,P1003,6,15.0,,,S01,
2025-01-04 08:00:00,P1001,3,6.0,,,S01,
2025-01-04 08:10:00,P1000,2,7.0,C2028,,S02,
2025-01-04 08:20:00,P1003,3,15.0,,,S01,
2025-01-04 08:20:00,P1005,3,55.0,C2002,,S01,
2025-01-04 08:21:00,P1003,3,15.0,C2029,,S01,
2025-01-04 08:26:00,P1001,1,6.0,C2018,,S01,
2025-01-04 08:33:00,P1008,3,35.0,,,S02,
2025-01-04 08:36:00,P1002,6,12.0,,,S01,
2025-01-04 08:49:00,P1006,5,120.0,,,S01,
2025-01-04 08:53:00,P1000,1,7.0,,,S01,
2025-01-04 09:05:00,P1002,4,12.0,C2002,,S02,
2025-01-04 09:09:00,P1001,1,6.0,,,S01,
2025-01-04 09:10:00,P1003,1,15.0,C2013,,S02,
2025-01-04 09:16:00,P1000,1,7.0,,,S01,
2025-01-04 09:18:00,P1000,4,7.0,,,S01,
2025-01-04 09:21:00,P1003,6,15.0,,,S02,
2025-01-04 09:28:00,P1001,2,6.0,,,S01,
2025-01-04 09:35:00,P1000,2,7.0,,,S01,
2025-01-04 10:16:00,P1001,6,6.0,,,S02,
2025-01-04 10:17:00,P1005,2,55.0,C2026,,S01,
2025-01-04 10:19:00,P1000,5,7.0,C2001,,S01,
2025-01-04 10:35:00,P1000,4,7.0,C2004,,S01,
2025-01-04 10:39:00,P1002,6,12.0,,,S01,
2025-01-04 10:52:00,P1003,5,15.0,,,S01,
2025-01-04 10:52:00,P1003,3,15.0,,,S02,
2025-01-04 10:59:00,P1000,5,7.0,,,S01,
2025-01-04 11:02:00,P1004,4,45.0,C2015,,S02,
2025-01-04 11:10:00,P1001,4,6.0,C2024,,S02,
2025-01-04 11:24:00,P1000,1,7.0,,,S02,
2025-01-04 11:24:00,P1001,3,6.0,,,S01,
2025-01-04 11:29:00,P1000,3,7.0,C2023,,S01,
2025-01-04 11:31:00,P1007,5,8.0,C2014,,S02,
2025-01-04 11:32:00,P1001,6,6.0,C2022,,S02,
2025-01-04 11:35:00,P1004,2,45.0,,,S01,
2025-01-04 11:38:00,P1000,2,7.0,,,S01,
2025-01-04 11:40:00,P1003,5,15.0,,,S01,
2025-01-04 11:43:00,P1003,2,15.0,,,S02,
2025-01-04 11:44:00,P1003,1,15.0,C2024,,S02,
2025-01-04 11:47:00,P1000,4,7.0,C2012,,S02,
2025-01-04 11:51:00,P1008,3,35.0,C2015,,S01,
2025-01-04 11:54:00,P1003,3,15.0,C2016,,S02,
2025-01-04 11:57:00,P1001,5,6.0,,,S01,
2025-01-04 11:57:00,P1000,4,7.0,C2024,,S01,
2025-01-04 12:08:00,P1000,1,7.0,,,S02,
2025-01-04 12:20:00,P1001,6,6.0,,,S02,
2025-01-04 12:33:00,P1002,4,12.0,C2022,,S01,
2025-01-04 12:40:00,P1004,2,45.0,C2011,,S02,
2025-01-04 12:43:00,P1001,5,6.0,C2019,,S01,
2025-01-04 12:54:00,P1001,4,6.0,C2022,,S02,
2025-01-04 12:58:00,P1003,4,15.0,C2012,,S01,
2025-01-04 12:59:00,P1003,2,15.0,C2012,,S02,
2025-01-04 12:59:00,P1001,1,6.0,C2029,,S01,
2025-01-04 12:59:00,P1006,2,120.0,,,S02,
2025-01-04 13:04:00,P1007,1,8.0,C2023,,S01,
2025-01-04 13:09:00,P1000,5,7.0,,,S01,
2025-01-04 13:13:00,P1000,4,7.0,C2010,,S02,
2025-01-04 13:17:00,P1000,2,7.0,C2025,,S01,
2025-01-04 13:23:00,P1002,2,12.0,C2014,,S01,
2025-01-04 13:28:00,P1000,1,7.0,,,S01,
2025-01-04 13:36:00,P1003,4,15.0,,,S02,
2025-01-04 13:39:00,P1002,1,12.0,C2010,,S02,
2025-01-04 13:43:00,P1006,2,120.0,C2018,,S01,
2025-01-04 13:48:00,P1000,3,7.0,,,S01,
2025-01-04 13:58:00,P1001,2,6.0,C2024,,S02,
2025-01-04 14:05:00,P1006,4,120.0,C2015,,S01,
2025-01-04 14:11:00,P1004,1,45.0,,,S01,
2025-01-04 14:21:00,P1002,1,12.0,,,S02,
2025-01-04 14:32:00,P1000,2,7.0,C2004,,S01,
2025-01-04 14:32:00,P1008,1,35.0,,,S01,
2025-01-04 14:33:00,P1002,5,12.0,C2018,,S02,
2025-01-04 14:35:00,P1000,5,7.0,C2001,,S02,
2025-01-04 14:35:00,P1001,4,6.0,,,S02,
2025-01-04 14:52:00,P1004,4,45.0,C2000,,S01,
2025-01-04 14:55:00,P1007,1,8.0,C2018,,S01,
2025-01-04 14:58:00,P1000,2,7.0,,,S02,
2025-01-04 15:05:00,P1000,5,7.0,,,S02,
2025-01-04 15:08:00,P1007,3,8.0,,,S01,
2025-01-04 15:17:00,P1000,4,7.0,C2018,,S01,
2025-01-04 15:21:00,P1000,4,7.0,,,S02,
2025-01-04 15:23:00,P1004,2,45.0,C2025,,S01,
2025-01-04 15:41:00,P1003,5,15.0,C2017,,S01,
2025-01-04 15:55:00,P1001,6,6.0,,,S01,
2025-01-04 15:56:00,P1000,2,7.0,,,S01,
2025-01-04 15:56:00,P1000,2,7.0,C2016,,S02,
2025-01-04 16:02:00,P1002,1,12.0,C2005,,S01,
2025-01-04 16:07:00,P1001,3,6.0,,,S02,
2025-01-04 16:15:00,P1003,1,15.0,C2012,,S01,
2025-01-04 16:22:00,P1001,3,6.0,C2021,,S02,
